keyword_text,match_type,campaign_name,ad_group_name,campaign_id,ad_group_id,criterion_id,flag_type,flag_severity,flag_detail,impressions,clicks,cost,quality_score,ad_relevance,expected_ctr,landing_page_exp,class,bidding_mode,bidding_strategy_type,target_source,portfolio_name
jobs maler,BROAD,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,295373083586,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,265,15,20.96,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
arbeit maler,BROAD,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,297337521976,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,765,76,120.19,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler job zürich,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,327133999643,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,71,11,20.06,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler jobs basel,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,358674935909,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,74,5,8.18,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler gipser jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,485332785837,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler gipser jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,501052987324,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,19,1,1.36,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler arbeit schweiz,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,577093092630,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,36,2,3.21,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler jobs festanstellung,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,1254100010360,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,11,1,0.86,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
maler jobs in der nähe,PHRASE,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,1409648890488,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,18,1,0.59,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
automatiker job,BROAD,EX | 25 | CH | SEARCH | LEAD | Automatiker,AG | RSA | Automatiker,15210620317,193394861642,43624916610,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,99,10,14.80,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
automatiker jobs zürich,BROAD,EX | 25 | CH | SEARCH | LEAD | Automatiker,AG | RSA | Automatiker,15210620317,193394861642,1207845613866,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,334,17,20.20,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
strassenbau jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,5309773897,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,109,14,18.78,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
strassenbau stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,11102613116,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,374,35,49.93,6,AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
offene stellen strassenbau,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,298317240901,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,428,45,74.65,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
strassenbauer jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,298317241341,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,268,26,39.46,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
city work,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,318591052251,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
straßenbau stellenangebote,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,324041043065,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,1,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
straßenbau stellenangebote,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,324041043065,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
job als strassenbauer,EXACT,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,359065875338,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,1,1.46,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
strassenbauer efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,887518821049,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
strassenbauer jobs schweiz,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,1720220764245,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
Adecco,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,26492691,HIGH_SPEND_LOW_QS,Critical,QS 1 on high-spend keyword (CHF 71.05) — CPC premium is costing materially more per click than at QS 7+.,807,49,71.05,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Adecco,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,26492691,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,807,49,71.05,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Adecco,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,26492691,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,807,49,71.05,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Adecco,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,26492691,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,807,49,71.05,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
manpower,EXACT,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,101714104,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,212,14,22.34,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
manpower,EXACT,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,101714104,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,212,14,22.34,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
manpower,EXACT,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,101714104,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,212,14,22.34,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
adecco jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,108946645,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,8,0,0.00,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
adecco jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,108946645,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,8,0,0.00,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Manpower jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,1373422821,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,299,19,31.87,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Manpower jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,1373422821,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,299,19,31.87,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Indeed jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,310185476869,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,54,14,8.85,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Indeed jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,310185476869,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,54,14,8.85,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Jop.ch,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,801030903974,HIGH_SPEND_LOW_QS,Critical,QS 3 on high-spend keyword (CHF 115.65) — CPC premium is costing materially more per click than at QS 7+.,1421,93,115.65,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Jop.ch,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,801030903974,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,1421,93,115.65,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Jop.ch,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,801030903974,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,1421,93,115.65,3,BELOW_AVG,AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Job24,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,819775100802,HIGH_SPEND_LOW_QS,Critical,QS 1 on high-spend keyword (CHF 320.76) — CPC premium is costing materially more per click than at QS 7+.,3785,233,320.76,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Job24,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,819775100802,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,3785,233,320.76,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Job24,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,819775100802,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,3785,233,320.76,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Job24,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,819775100802,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,3785,233,320.76,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
team.jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2332015511973,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,25,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
team.jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2332015511973,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,25,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
team.jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2332015511973,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,25,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
OK Job,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2352403714734,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,42,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
OK Job,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2352403714734,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,42,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
OK Job,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2352403714734,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,42,0,0.00,1,BELOW_AVG,BELOW_AVG,BELOW_AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
Coople jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2476541210334,AR_BELOW_AVG_COMPETITOR,Info,AR Below Avg on competitor-conquesting keyword — structurally expected. Do not recommend AR fixes.,152,3,3.53,5,BELOW_AVG,AVG,AVG,COMPETITOR,SMART,MAXIMIZE_CONVERSIONS,none,
heizungsmonteur jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,302308455100,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,58,5,8.45,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
servicetechniker heizung,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,308625970303,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,3,0,0.00,4,AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
heizung sanitär job,PHRASE,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,358983154445,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,57,4,8.22,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser job,BROAD,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,303135331889,HIGH_SPEND_LOW_QS,Critical,QS 3 on high-spend keyword (CHF 86.18) — CPC premium is costing materially more per click than at QS 7+.,521,49,86.18,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser job,BROAD,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,303135331889,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,521,49,86.18,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser job,BROAD,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,303135331889,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,521,49,86.18,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser jobs zürich,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,326258555449,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,15,2,1.79,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser offene stellen,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,328490157259,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,168,34,58.90,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser stelle,BROAD,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,360873460690,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,235,28,42.73,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser jobs basel,EXACT,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,387627578861,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,4,1,2.11,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser freie stellen,BROAD,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,496859934688,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,740,68,120.24,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser efz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,1463525311900,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser efz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,1463525311900,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
gipser temporär,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,1469632000692,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,33,6,13.23,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc fräser jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,304435562818,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbau jobs schweiz,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,312603820467,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,245,17,21.74,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbaukonstrukteur jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,315391350623,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
cnc fräser jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,365166689237,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,0,0,0.00,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbaukonstrukteur,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,509066169512,ECTR_BELOW_AVG,Medium,Expected CTR Below Avg. Route to /offer-maker + /rsa-maker once AR is Average+.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
metallbaukonstrukteur,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,509066169512,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,2,0,0.00,3,ABOVE_AVG,BELOW_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
jobs bau,EXACT,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,1210920370,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,3,0,0.00,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
bauarbeiter jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,2225770507,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,389,32,40.27,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
bauarbeiter jobs zürich,BROAD,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,304338709116,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,113,21,30.81,5,ABOVE_AVG,AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
hilfsarbeiter bau,BROAD,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,304700265831,LP_BELOW_AVG,Medium,Landing Page Experience Below Avg. Route to /lp-auditor → /lp-optimizer.,577,81,102.74,7,ABOVE_AVG,ABOVE_AVG,BELOW_AVG,GENERIC,SMART,MAXIMIZE_CONVERSIONS,none,
